timestamp,count
1444867200000,33930
1444262400000,34400
1443657600000,40522
1443052800000,32375
1442448000000,29701
1441843200000,29279
1441238400000,30891
1440633600000,32019
1440028800000,33938
1439424000000,33607
1438819200000,36262
1438214400000,37072
1437609600000,36474
1437004800000,37035
1436400000000,36722
1435795200000,35699
1435190400000,36656
1434585600000,35972
1433980800000,36679
1433376000000,34689
1432771200000,33440
1432166400000,33252
1431561600000,34923
1430956800000,34720
1430352000000,37191
1429747200000,35533
1429142400000,38927
1428537600000,39210
1427932800000,38115
1427328000000,37145
1426723200000,36698
1426118400000,38282
1425513600000,40269
1424908800000,47648
1424304000000,37288
1423699200000,38225
1423094400000,38687
1422489600000,40665
1421884800000,39579
1421280000000,40050
1420675200000,40946
1419984000000,39037
1419379200000,36712
1418774400000,36507
1418169600000,36277
1417564800000,36534
1416960000000,36499
1416355200000,37852
1415750400000,37468
1415145600000,42893
1414540800000,37343
1413936000000,36932
1413331200000,34194
1412726400000,34916
1412121600000,35042
1411516800000,33504
1410912000000,34528
1410307200000,35828
1409702400000,37857
1409097600000,37713
1408492800000,39175
1407888000000,39985
1407283200000,40392
1406678400000,39945
1406073600000,39829
1405468800000,35400
1404864000000,33560
1404259200000,32253
1403654400000,32572
1403049600000,30729
1402444800000,29806
1401840000000,29679
1401235200000,27385
1400630400000,27784
1400025600000,28925
1399420800000,28322
1398816000000,28865
1398211200000,30057
1397606400000,28494
1397001600000,28064
1396396800000,29965
1395792000000,31006
1395187200000,31112
1394582400000,32200
1393977600000,33898
1393372800000,38214
1392768000000,31532
1392163200000,32313
1391558400000,31732
1390953600000,32692
1390348800000,32413
1389744000000,32808
1389139200000,34081
1388448000000,31821
1387843200000,29871
1387238400000,26966
1386633600000,25401
1386028800000,25223
1385424000000,23855
1384819200000,23530
1384214400000,23304
1383609600000,23836
1383004800000,23200
1382400000000,24062
1381795200000,23629
1381190400000,24308
1380585600000,24930
1379980800000,25439
1379376000000,27641
1378771200000,29087
1378166400000,29468
1377561600000,33203
1376956800000,30568
1376352000000,30565
1375747200000,32116
1375142400000,33757
1374537600000,37094
1373932800000,38512
1373328000000,43840
1372723200000,48330
1372118400000,47519
1371513600000,50025
1370908800000,49609
1370304000000,46546
1369699200000,42406
1369094400000,44764
1368489600000,45906
1367884800000,45617
1367280000000,44321
1366675200000,43477
1366070400000,46878
1365465600000,49736
1364860800000,45780
1364256000000,43136
1363651200000,46056
1363046400000,46564
1362441600000,46555
1361836800000,57691
